first_name,last_name,team,league,nationality,position,shirt,dob,age,skill_avg
Faig,Cabarov,Kapaz Ganja,Others,Azerbijanian,CD,5,1975-01-01,21,43.54
Rovshen,Ahmedov,Kapaz Ganja,Others,Azerbijanian,FOR,16,1974-01-01,22,51.79
Vugar,Mammedov,Kapaz Ganja,Others,Azerbijanian,GK,13,1969-01-01,27,45.58
Mahmud,Gurbanov,Kapaz Ganja,Others,Azerbijanian,DM,14,1969-01-01,27,39.88
Hasan,Abdullayev,Kapaz Ganja,Others,Azerbijanian,FOR,15,1973-01-01,23,49.83
Vasif,Valiyev,Kapaz Ganja,Others,Azerbijanian,CD,12,1977-01-01,19,40.75
Anar,Kalantarov,Kapaz Ganja,Others,Azerbijanian,DM,17,1977-01-01,19,44.62
Gilles,Giuliano,Kapaz Ganja,Others,French,CD,18,1970-10-07,25,45.75
Frederic,Daxjou,Kapaz Ganja,Others,French,CD,19,1974-09-28,21,46.79
Krysztof,Ratajczyk,Rapid Vienna,Others,Polish,DM,16,1973-11-09,22,53.96
Didi,Kuhbauer,Rapid Vienna,Others,Austrian,LW,10,1971-04-04,25,56.17
Christian,Stumpf,Rapid Vienna,Others,Austrian,FOR,7,1966-12-24,29,56.83
Andi,Heraf,Rapid Vienna,Others,Austrian,DM,20,1967-09-10,28,50.5
Rene,Haller,Rapid Vienna,Others,Austrian,CD,13,1973-11-12,22,54.75
Christian,Prosenik,Rapid Vienna,Others,Austrian,RW,11,1968-06-07,28,57.79
Michael,Konsel,Rapid Vienna,Others,Austrian,GK,1,1962-03-06,34,56.88
Peter,Schoettel,Rapid Vienna,Others,Austrian,LB,5,1967-03-26,29,54.08
Trifon,Ivanov,Rapid Vienna,Others,Bulgarian,CD,4,1965-07-27,31,57.29
Peter,Stoger,Rapid Vienna,Others,Australian,AM,6,1966-04-11,30,58.08
Thomas,Zingler,Rapid Vienna,Others,Austrian,RB,19,1970-08-21,25,55.92
Roman,Pivarnik,Rapid Vienna,Others,Czech,DM,14,1967-02-17,29,54.67
Peter,Guggi,Rapid Vienna,Others,Austrian,DM,3,1967-09-25,28,52.5
Raimund,Hedl,Rapid Vienna,Others,Austrian,GK,21,1974-08-31,21,52.25
Prvoslav,Jovanovic,Rapid Vienna,Others,Austrian,DM,2,1973-12-17,22,53.83
Marek,Penska,Rapid Vienna,Others,Australian,FOR,9,1973-08-04,22,55.0
Zoran,Barisic,Rapid Vienna,Others,Austrian,DM,8,1970-05-22,26,52.58
Andrzej,Lesiak,Rapid Vienna,Others,Australian,FOR,15,1966-05-21,30,55.92
Sergej,Mandreko,Rapid Vienna,Others,Austrian,DM,18,1971-08-01,24,55.46
Oliver,Lederer,Rapid Vienna,Others,Austrian,DM,12,1978-01-02,18,50.88
Manfred,Rosenegger,Admira Wacker,Others,Austrian,DM,6,1977-01-01,19,50.29
Gerhard,Rodax,Admira Wacker,Others,Austrian,FOR,16,1968-01-01,28,58.46
Franz,Gruber,Admira Wacker,Others,Austrian,GK,1,1973-01-01,23,52.08
Hebert,Gager,Admira Wacker,Others,Austrian,RB,5,1974-01-01,22,53.17
Igor,Ogris,Admira Wacker,Others,Austrian,LB,2,1970-01-01,26,52.29
Helmut,Graf,Admira Wacker,Others,Austrian,CD,4,1974-01-01,22,51.42
Uwe,Mueller,Admira Wacker,Others,Austrian,RM,23,1975-01-01,21,50.67
Gennadi,Moros,Admira Wacker,Others,Ukranian,FOR,12,1969-01-01,27,55.71
Johann,Kogler,Admira Wacker,Others,Austrian,DM,8,1970-01-01,26,52.88
Ken,Burwall,Admira Wacker,Others,Swedish,LM,10,1976-01-01,20,50.0
Gerald,Bacher,Admira Wacker,Others,Austrian,CD,17,1969-01-01,27,51.38
Michael,Binder,Admira Wacker,Others,Austrian,RM,9,1969-01-01,27,48.29
Gabriel,Mendez,Admira Wacker,Others,Austrian,DM,13,1969-01-01,27,50.42
Laszlo,Klausz,Admira Wacker,Others,Hungarian,FOR,11,1970-01-01,26,50.08
Markus,Scharrer,Admira Wacker,Others,Austrian,DM,18,1975-01-01,21,48.25
Jürgen,Rollmann,Admira Wacker,Others,German,GK,21,1966-10-17,29,50.71
Gerd,Wimmer,Admira Wacker,Others,Austrian,LM,7,1977-01-01,19,46.46
Alen,Orman,Admira Wacker,Others,Austrian,DM,15,1976-01-01,20,49.5
Juergen,Panis,Admira Wacker,Others,Austrian,DM,20,1969-01-01,27,46.54
Christian,Mayrleb,Admira Wacker,Others,Austrian,FOR,14,1972-01-01,24,48.38
Jurgen,Kauz,Austria Vienna,Others,Austrian,RM,7,1972-01-01,24,49.58
Uwe,Muller,Austria Vienna,Others,Austrian,DM,11,1971-01-01,25,50.71
Stojan,Belaic,Austria Vienna,Others,Croatian,SW,6,1974-01-01,22,58.04
Anton,Pfeffer,Austria Vienna,Others,Austrian,CD,4,1965-08-17,30,52.29
Jurgen,Leitner,Austria Vienna,Others,Austrian,LM,8,1975-10-18,20,48.92
Thomas,Reichhold,Austria Vienna,Others,Austrian,LB,3,1968-01-01,28,51.58
Andreas,Ogris,Austria Vienna,Others,Austrian,CD,16,1964-10-07,31,55.04
Mons Ivar,Mjelde,Austria Vienna,Others,Norwegian,FOR,9,1967-11-17,28,56.58
Goran,Djuricin,Austria Vienna,Others,Austrian,FOR,10,1974-10-16,21,51.71
Wolfgang,Knaller,Austria Vienna,Others,Austrian,GK,1,1961-10-09,34,50.5
Attila,Sekerlioglu,Austria Vienna,Others,Austrian,RB,2,1968-05-20,28,51.25
Walter,Kogler,Austria Vienna,Others,Austrian,CD,5,1968-01-01,28,48.75
Thomas,Flogel,Austria Vienna,Others,Austrian,DM,18,1971-06-07,25,48.21
Rashid,Rakhimov,Austria Vienna,Others,Russian,CD,12,1965-03-18,31,46.38
Christian,Schmolzer,Austria Vienna,Others,Austrian,GK,13,1972-01-01,24,49.58
Rene,Glatzer,Austria Vienna,Others,Austrian,DM,14,1977-02-24,19,47.12
Michael,Temm,Austria Vienna,Others,Austrian,LM,21,1968-01-01,28,47.38
Gunter,Schiesswald,Austria Vienna,Others,Austrian,DM,20,1973-09-25,22,48.62
Manfred,Schmid,Austria Vienna,Others,Austrian,RM,15,1971-02-20,25,51.33
Michael,Zechner,Austria Vienna,Others,Austrian,AM,22,1975-01-30,21,50.75
Oliver,Fuka,Austria Vienna,Others,Austrian,GK,19,1977-09-28,18,43.62
Manfred,Zsak,Austria Vienna,Others,Austrian,CD,17,1972-01-01,24,46.12
Vladimir,Zhuravel,Din. Minsk,Others,Belarussian,LM,8,1972-01-01,24,50.54
Yevgenyi,Kashentsev,Din. Minsk,Others,Belarussian,DM,6,1969-01-01,27,53.42
Sergei,Taskovich,Din. Minsk,Others,Belarussian,RB,2,1968-01-01,28,51.38
Antuan,Mayorov,Din. Minsk,Others,Belarussian,RM,7,1977-01-01,19,47.75
Gennadyi,Tumilovich,Din. Minsk,Others,Belarussian,GK,13,1970-01-01,26,53.29
Milen,Petkov,Din. Minsk,Others,Bulgarian,FOR,10,1973-01-01,23,56.38
Alexander,Taikov,Din. Minsk,Others,Belarussian,LB,3,1976-01-01,20,51.12
Sergei,Shtanyuk,Din. Minsk,Others,Belarussian,CD,4,1974-01-01,22,52.38
Sergei,Shirokyi,Din. Minsk,Others,Belarussian,DM,11,1975-01-01,21,48.96
Oleg,Putilo,Din. Minsk,Others,Belarussian,FOR,9,1976-01-01,20,56.67
Alexander,Lukhvich,Din. Minsk,Others,Belarussian,CD,5,1973-01-01,23,51.38
Eduard,Demenkovets,Din. Minsk,Others,Belarussian,DM,14,1973-01-01,23,47.5
Petr,Kachuro,Din. Minsk,Others,Belarussian,FOR,16,1969-01-01,27,50.75
Vitalyi,Varivonchik,Din. Minsk,Others,Belarussian,GK,1,1977-01-01,19,50.08
Valentin,Belkevich,Din. Minsk,Others,Belarussian,DM,15,1972-01-01,24,47.5
Andrei,Ostrovskyi,Din. Minsk,Others,Belarussian,CD,12,1975-01-01,21,47.38
Alexander,Khatskevich,Din. Minsk,Others,Belarussian,CD,17,1974-01-01,22,48.29
Atanas,Kirov,Din. Minsk,Others,Bulgarian,FOR,18,1977-01-01,19,45.83
Dmitri,Makarenko,Din. Minsk,Others,Belarussian,CD,19,1973-07-31,22,50.08
Alexander,Tishkov,Din. Minsk,Others,Belarussian,DM,20,1975-03-10,21,48.04
Ivan,Dimitrov,Slavia Sofia,Others,Bulgarian,RM,8,1971-01-01,25,46.88
Zhivko,Pashev,Slavia Sofia,Others,Bulgarian,FR,10,1975-01-01,21,53.54
Plamen,Prodanov,Slavia Sofia,Others,Bulgarian,RB,2,1976-01-01,20,48.71
Vladko,Shalamanov,Slavia Sofia,Others,Bulgarian,DM,6,1976-01-01,20,53.62
Venko,Popov,Slavia Sofia,Others,Bulgarian,AM,7,1977-01-01,19,55.0
Vladimir,Yonkov,Slavia Sofia,Others,Bulgarian,CD,5,1972-01-01,24,56.58
Rogerio,Pereira,Slavia Sofia,Others,Brazilian,CD,4,1974-01-01,22,53.71
Nikolai,Nikolov,Slavia Sofia,Others,Bulgarian,FOR,9,1971-01-01,25,53.58
Marius,Urukov,Slavia Sofia,Others,Bulgarian,LB,3,1971-01-01,25,51.5
Georgi,Sheitanov,Slavia Sofia,Others,Bulgarian,GK,1,1972-01-01,24,54.96
Marian,Khristov,Slavia Sofia,Others,Bulgarian,LM,11,1974-01-01,22,51.67
Stoicho,Dragov,Slavia Sofia,Others,Bulgarian,GK,13,1977-01-01,19,55.0
Kiril,Kachamanov,Slavia Sofia,Others,Bulgarian,CD,12,1974-01-01,22,49.38
Aleksandar,Pantaleev,Slavia Sofia,Others,Bulgarian,FOR,16,1975-01-01,21,50.71
Stefan,Kolev,Slavia Sofia,Others,Bulgarian,RB,14,1970-01-01,26,50.42
Hristo,Marashliev,Slavia Sofia,Others,Bulgarian,FOR,15,1970-01-01,26,51.46
Leonard,Perloshi,Slavia Sofia,Others,Albanian,FOR,18,1971-01-01,25,50.62
Ivan,Paskov,Slavia Sofia,Others,Bulgarian,LB,17,1973-01-01,23,49.04
Peter,Tsvetanov,Slavia Sofia,Others,Bulgarian,DM,20,1970-04-07,26,53.17
Dian,Angelov,Slavia Sofia,Others,Bulgarian,DM,19,1971-10-28,24,54.08
Nasko,Sirakov,Leveski Sofia,Others,Bulgarian,FOR,9,1972-01-01,24,55.88
Aleksandar,Markov,Leveski Sofia,Others,Bulgarian,CD,4,1974-01-01,22,55.88
Emil,Kremenliev,Leveski Sofia,Others,Bulgarian,CD,5,1977-01-01,19,50.5
Nikolai,Todorov,Leveski Sofia,Others,Bulgarian,DM,11,1970-01-01,26,54.21
Valentin,Dartilov,Leveski Sofia,Others,Bulgarian,RB,2,1970-01-01,26,51.12
Gosho,Ginchev,Leveski Sofia,Others,Bulgarian,LB,3,1969-01-01,27,52.42
Zdravko,Zdravkov,Leveski Sofia,Others,Bulgarian,GK,1,1976-01-01,20,57.08
Ilian,Iliev,Leveski Sofia,Others,Bulgarian,LM,8,1974-01-01,22,49.21
Petar,Kosturkov,Leveski Sofia,Others,Bulgarian,RM,7,1973-01-01,23,51.38
Georgi,Ivanov,Leveski Sofia,Others,Bulgarian,FOR,10,1976-01-01,20,58.46
Dimcho,Markov,Leveski Sofia,Others,Bulgarian,DM,6,1969-01-15,27,56.96
Ventsislav,Marinov,Leveski Sofia,Others,Bulgarian,DM,14,1973-01-01,23,51.62
Oleg,Morgun,Leveski Sofia,Others,Ukranian,GK,13,1973-01-01,23,53.12
Ilian,Simeonov,Leveski Sofia,Others,Bulgarian,FOR,15,1977-01-01,19,58.0
Stanimir,Stoilov,Leveski Sofia,Others,Bulgarian,FOR,16,1973-01-01,23,56.33
Georgi,Slavchev,Leveski Sofia,Others,Bulgarian,CD,12,1972-01-01,24,56.21
Emil,Velev,Leveski Sofia,Others,Bulgarian,DM,20,1974-11-22,21,42.0
Rodostin,Rusev,Leveski Sofia,Others,Bulgarian,CD,18,1975-01-22,21,50.58
Peter,Penchev,Leveski Sofia,Others,Bulgarian,CD,17,1966-10-28,29,44.54
Martin,Goranov,CSKA Sofia,Others,Bulgarian,LM,11,1976-01-01,20,50.29
Chavdar,Atanasov,CSKA Sofia,Others,Bulgarian,DM,7,1975-01-01,21,50.75
Radko,Kalaidzhiev,CSKA Sofia,Others,Bulgarian,DM,8,1970-01-01,26,47.04
Petar,Zhabov,CSKA Sofia,Others,Bulgarian,FOR,9,1977-01-01,19,49.5
Ivailo,Ilarionov,CSKA Sofia,Others,Bulgarian,FOR,10,1976-01-01,20,50.25
Dimitar,Popov,CSKA Sofia,Others,Bulgarian,GK,1,1974-01-01,22,52.71
Ilian,Kiriakov,CSKA Sofia,Others,Bulgarian,RB,2,1973-01-01,23,48.88
Milen,Radukanov,CSKA Sofia,Others,Bulgarian,CD,5,1969-01-01,27,51.17
Bodromir,Mitov,CSKA Sofia,Others,Bulgarian,CD,4,1977-01-01,19,46.88
Rosen,Kirilov,CSKA Sofia,Others,Bulgarian,LB,3,1970-01-01,26,50.33
Dimitar,Sivov,CSKA Sofia,Others,Bulgarian,RM,6,1975-01-01,21,46.96
Vanio,Shishkov,CSKA Sofia,Others,Bulgarian,FOR,16,1970-01-01,26,52.62
Petko,Petkov,CSKA Sofia,Others,Bulgarian,GK,13,1975-01-01,21,49.88
Radoslav,Vidov,CSKA Sofia,Others,Bulgarian,SW,12,1973-01-01,23,54.96
Viktorio,Pavlov,CSKA Sofia,Others,Bulgarian,DM,15,1968-01-01,28,50.75
Zarko,Machev,CSKA Sofia,Others,Bulgarian,CD,14,1969-01-01,27,47.5
Filip,Filipov,CSKA Sofia,Others,Bulgarian,AM,19,1969-01-01,27,52.96
Rumen,Khristov,CSKA Sofia,Others,Bulgarian,FOR,20,1972-01-01,24,53.42
Hristo,Voinov,CSKA Sofia,Others,Bulgarian,CD,18,1973-01-01,23,48.38
Rumen,Nenov,CSKA Sofia,Others,Bulgarian,GK,17,1973-01-01,23,48.96
Michael,Rebecq,Toulon,French Division 2,French,CD,5,1973-02-17,23,49.79
David,Maresu,Toulon,French Division 2,French,DM,6,1971-01-30,25,49.12
Laurent,Bonadei,Toulon,French Division 2,French,RM,7,1969-11-03,26,49.58
Franck,Zingaro,Toulon,French Division 2,French,GK,1,1968-08-21,27,46.42
Fabrice,Moreau,Toulon,French Division 2,French,DM,13,1967-10-07,28,48.21
Cedric,Charlet,Toulon,French Division 2,French,RB,2,1972-10-06,23,53.71
Philippe,Carvalho,Toulon,French Division 2,French,LB,3,1967-09-28,28,50.88
Jean-Marc,Ferreri,Toulon,French Division 2,French,FOR,10,1962-12-26,33,56.67
Georges,Santos,Toulon,French Division 2,French,CD,4,1970-08-15,25,48.83
Jean-Noel,Cabezais,Toulon,French Division 2,French,FOR,9,1966-12-31,29,53.71
Didier,Rabat,Toulon,French Division 2,French,LM,8,1966-08-02,29,45.92
Majdi,Zemzemi,Toulon,French Division 2,French,CD,19,1976-10-05,19,47.29
Jacky,Dervin,Toulon,French Division 2,French,GK,16,1973-02-25,23,45.29
Nordine,Mouka,Toulon,French Division 2,French,DM,17,1964-03-09,32,46.79
Laurent,Boissier,Toulon,French Division 2,French,DM,25,1971-09-26,24,45.12
Regis,Coulbault,Toulon,French Division 2,French,CD,20,1972-08-17,23,48.12
Thierry,Ambrosi,Toulon,French Division 2,French,DM,22,1972-11-27,23,46.79
Pascal,Danieri,Toulon,French Division 2,French,CD,18,1976-04-20,20,47.88
Marcel,Levasseur,Toulon,French Division 2,French,LB,15,1965-07-03,31,46.67
Frederic,Vanverberghe,Toulon,French Division 2,French,RB,23,1976-06-27,20,49.04
Arthur,Moses,Toulon,French Division 2,French,FOR,11,1973-03-03,23,49.58
Franck,Cabon,Toulon,French Division 2,French,FOR,14,1972-12-27,23,48.62
Dalibur,Filipovic,Hadjuk Split,Others,Croatian,FOR,9,1974-09-28,21,55.5
Darko,Jozinovic,Hadjuk Split,Others,Croatian,CD,3,1970-08-15,25,53.04
Kazimir,Vulic,Hadjuk Split,Others,Croatian,DM,8,1967-06-10,29,50.04
Tonci,Gabric,Hadjuk Split,Others,Croatian,GK,1,1961-03-16,35,55.62
Josko,Bilic,Hadjuk Split,Others,Croatian,LB,2,1974-10-05,21,50.33
Josip,Skoko,Hadjuk Split,Others,Australian,LM,15,1975-12-10,20,51.71
Ivo,Cuzzi,Hadjuk Split,Others,Croatian,DM,20,1969-06-26,27,48.21
Steve,Horvat,Hadjuk Split,Others,Australian,CD,16,1971-03-14,25,52.04
Damir,Vuica,Hadjuk Split,Others,Croatian,RB,6,1972-01-17,24,50.71
Sarr,Mass,Hadjuk Split,Others,Liberian,FOR,11,1973-02-06,23,51.25
Vik,Lalic,Hadjuk Split,Others,Croatian,RM,13,1976-02-08,20,49.12
Arben,Nuhiu,Hadjuk Split,Others,Macedonian,FOR,18,1972-02-27,24,50.75
Anthony,Topkah,Hadjuk Split,Others,Liberian,GK,12,1977-07-26,19,51.08
Marijo,Bozikovic,Hadjuk Split,Others,Croatian,CD,24,1973-08-21,22,45.96
Ivan,Leko,Hadjuk Split,Others,Croatian,DM,30,1978-02-07,18,45.21
Igor,Tudor,Hadjuk Split,Others,Croatian,CD,17,1978-04-16,18,47.83
Vedran,Madzar,Hadjuk Split,Others,Croatian,FOR,14,1975-03-24,21,54.42
Zlatko,Dalic,Hadjuk Split,Others,Croatian,DM,19,1966-10-26,29,52.12
Goce,Sedloski,Hadjuk Split,Others,Croatian,CD,4,1974-04-10,22,51.54
Jurica,Vucko,Hadjuk Split,Others,Croatian,FOR,28,1976-10-08,19,46.71
Vedran,Runje,Hadjuk Split,Others,Croatian,GK,23,1976-02-10,20,56.5
Giotis,Panayiotou,Omonia Nicosia,Others,Cypriot,CD,5,1975-02-01,21,52.08
Kostas,Kalotheou,Omonia Nicosia,Others,Cypriot,RB,2,1975-08-30,20,50.71
Nikos,Nikolaou,Omonia Nicosia,Others,Cypriot,AM,11,1974-03-31,22,51.58
Kostas,Kaiaphas,Omonia Nicosia,Others,Cypriot,DM,8,1974-09-22,21,42.29
Christakis,Christodoulou,Omonia Nicosia,Others,Cypriot,CD,4,1964-08-04,31,54.08
Andreas,Giatrou,Omonia Nicosia,Others,Cypriot,RM,6,1969-11-21,26,61.08
Giannos,Kalotheou,Omonia Nicosia,Others,Cypriot,LM,7,1966-05-06,30,49.67
Andros,Christophi,Omonia Nicosia,Others,Cypriot,GK,1,1969-04-21,27,49.33
Koullis,Evangelou,Omonia Nicosia,Others,Cypriot,LB,3,1972-08-15,23,47.67
Boban,Kitanof,Omonia Nicosia,Others,Cypriot,FOR,10,1968-11-25,27,57.04
Kyriakos,Andreou,Omonia Nicosia,Others,Cypriot,FOR,9,1973-01-14,23,51.33
Panikos,Cjiuruppas,Omonia Nicosia,Others,Cypriot,FOR,16,1968-09-04,27,51.96
Akis,Ioakim,Omonia Nicosia,Others,Cypriot,CD,12,1975-09-16,20,47.75
Andreas,Charitou,Omonia Nicosia,Others,Cypriot,GK,13,1961-12-29,34,50.29
Sakis,Andreou,Omonia Nicosia,Others,Cypriot,AM,15,1966-02-02,30,53.71
Athos,Chrisanthou,Omonia Nicosia,Others,Cypriot,DM,14,1969-11-21,26,48.71
Esgen,Nakoe,Omonia Nicosia,Others,Cypriot,DM,18,1967-08-22,28,44.5
Lefteris,Kontolefterosou,Omonia Nicosia,Others,Cypriot,DM,17,1977-01-01,19,49.83
Kostas,Malekkos,Omonia Nicosia,Others,Cypriot,FOR,19,1971-04-09,25,50.29
George,Aloneftis,APOEL Nicosia,Others,Cypriot,RB,2,1971-01-01,25,51.67
Socratis,Marangos,APOEL Nicosia,Others,Cypriot,GK,1,1974-01-01,22,49.92
Marios,Panayiotou,APOEL Nicosia,Others,Cypriot,DM,6,1971-01-01,25,49.58
Andros,Sotiriou,APOEL Nicosia,Others,Cypriot,FOR,10,1969-01-01,27,55.33
Xenios,Aristotelous,APOEL Nicosia,Others,Cypriot,CD,4,1973-01-01,23,52.46
Costas,Phasouliotis,APOEL Nicosia,Others,Cypriot,DM,7,1976-01-01,20,52.71
Nicos,Magnitis,APOEL Nicosia,Others,Cypriot,RM,8,1970-01-01,26,49.21
Nicos,Satsias,APOEL Nicosia,Others,Cypriot,FOR,9,1975-01-01,21,53.83
Christos,Pounnas,APOEL Nicosia,Others,Cypriot,LM,11,1976-01-01,20,48.96
Predrag,Markovic,APOEL Nicosia,Others,Yugoslavian,LB,3,1968-01-01,28,47.92
Nicos,Charalambous,APOEL Nicosia,Others,Cypriot,CD,5,1973-01-01,23,51.12
Andros,Petrides,APOEL Nicosia,Others,Cypriot,GK,13,1977-01-01,19,48.29
Kyriakos,Mitsingas,APOEL Nicosia,Others,Cypriot,DM,15,1977-01-01,19,51.5
Aristos,Aristocleous,APOEL Nicosia,Others,Cypriot,SW,12,1969-01-01,27,57.12
Andonis,Andoniou,APOEL Nicosia,Others,Cypriot,FOR,16,1973-01-01,23,55.38
Nicos,Timotheou,APOEL Nicosia,Others,Cypriot,CD,14,1971-01-01,25,52.04
Yiannos,Ioannou,APOEL Nicosia,Others,Cypriot,FOR,17,1970-01-01,26,53.96
Ondrej,Kristofik,Slavia Prague,Others,Slovakian,DM,8,1969-01-01,27,53.21
Roman,Hogen,Slavia Prague,Others,Czech,FOR,10,1974-01-01,22,53.79
Pavel,Novotny,Slavia Prague,Others,Czech,CD,4,1968-01-01,28,51.54
Jaroslav,Veltrusky,Slavia Prague,Others,Czech,RB,2,1976-01-01,20,53.88
Jan,Stejskal,Slavia Prague,Others,Czech,GK,1,1973-01-01,23,52.29
Martin,Jirasek,Slavia Prague,Others,Czech,RM,7,1975-01-01,21,52.46
Martin,Kulhanek,Slavia Prague,Others,Czech,FOR,9,1975-01-01,21,55.21
Pavel,Kycek,Slavia Prague,Others,Czech,CD,5,1969-01-01,27,50.75
Martin,Penicka,Slavia Prague,Others,Czech,LB,3,1971-01-01,25,50.79
Daniel,Smejkal,Slavia Prague,Others,Czech,DM,6,1971-01-01,25,50.08
Jiri,Vavra,Slavia Prague,Others,Czech,LM,11,1968-01-01,28,49.83
Frantisek,Vesely,Slavia Prague,Others,Czech,FOR,15,1977-01-01,19,48.83
Tomas,Hunal,Slavia Prague,Others,Czech,GK,13,1974-01-01,22,45.58
Martin,Hysky,Slavia Prague,Others,Czech,RB,14,1977-01-01,19,48.29
Jiri,Lerch,Slavia Prague,Others,Czech,CD,12,1975-01-01,21,48.0
Jiri,Stajner,Slavia Prague,Others,Czech,FOR,16,1970-01-01,26,48.17
Karel,Jarolim,Slavia Prague,Others,Czech,LB,18,1969-01-01,27,45.25
Ivo,Knoflicek,Slavia Prague,Others,Czech,FOR,19,1973-01-01,23,50.04
Lubos,Kubic,Slavia Prague,Others,Czech,CD,17,1976-01-01,20,46.17
Leos,Mitas,Slavia Prague,Others,Czech,DM,21,1974-06-10,22,55.88
Vallan,Spal,Slavia Prague,Others,Czech,DM,20,1974-08-17,21,47.92
Petr,Kostelnik,Sparta Prague,Others,Czech,GK,1,1972-01-01,24,52.25
Jan,Koller,Sparta Prague,Others,Czech,FOR,9,1974-01-01,22,54.46
Jozef,Kostelnik,Sparta Prague,Others,Czech,FOR,10,1977-01-01,19,57.12
Michal,Hornak,Sparta Prague,Others,Czech,CD,4,1969-01-01,27,48.62
Jozef,Chovanec,Sparta Prague,Others,Czech,CD,5,1974-01-01,22,52.25
Vaclav,Budka,Sparta Prague,Others,Czech,RM,6,1970-01-01,26,49.75
Peter,Gunda,Sparta Prague,Others,Slovakian,RB,2,1976-01-01,20,52.92
Tomas,Votava,Sparta Prague,Others,Czech,LB,3,1971-01-01,25,52.58
Zdenek,Svoboda,Sparta Prague,Others,Czech,LM,11,1969-01-01,27,49.42
Tomas,Pozar,Sparta Prague,Others,Czech,AM,8,1977-01-01,19,55.25
Radek,Petrak,Sparta Prague,Others,Czech,DM,7,1974-01-01,22,47.71
Martin,Frydek,Sparta Prague,Others,Czech,AM,14,1970-01-01,26,49.29
Vratislavb,Lokvenc,Sparta Prague,Others,Czech,FOR,16,1969-01-01,27,53.58
Jan,Blazka,Sparta Prague,Others,Czech,GK,13,1977-01-01,19,48.38
Roman,Vonasek,Sparta Prague,Others,Czech,DM,15,1974-01-01,22,46.25
Tomas,Repka,Sparta Prague,Others,Czech,CD,12,1971-01-01,25,48.42
Jozef,Kozlej,Sparta Prague,Others,Slovakian,FOR,23,1972-01-01,24,49.58
Viktor,Dvirnik,Sparta Prague,Others,Ukranian,FOR,19,1971-01-01,25,49.0
Lumir,Mistr,Sparta Prague,Others,Czech,DM,18,1976-01-01,20,46.0
Horst,Siegl,Sparta Prague,Others,Czech,FOR,22,1974-01-01,22,52.04
Petr,Pejsa,Sparta Prague,Others,Czech,FOR,21,1972-01-01,24,49.42
Jiri,Novotny,Sparta Prague,Others,Czech,SW,17,1976-01-01,20,54.71
Josef,Nemec,Sparta Prague,Others,Czech,FOR,20,1975-01-01,21,49.54
Dalibor,Slezak,Banik Ostrava,Others,Czech,FOR,9,1969-01-01,27,55.25
Martin,Svedik,Banik Ostrava,Others,Czech,FOR,10,1970-01-01,26,55.62
Vladimir,Siago,Banik Ostrava,Others,Czech,CD,5,1977-01-01,19,51.0
Tomas,Sedlak,Banik Ostrava,Others,Czech,GK,1,1972-01-01,24,50.83
Vladimir,Cap,Banik Ostrava,Others,Czech,LB,3,1971-01-01,25,50.25
Marek,Jankulovski,Banik Ostrava,Others,Czech,DM,11,1976-01-01,20,49.67
Viliam,Hyrvy,Banik Ostrava,Others,Slovakian,LM,8,1974-01-01,22,48.92
Tomas,Galasek,Banik Ostrava,Others,Czech,CD,4,1973-01-01,23,52.96
Milan,Duhan,Banik Ostrava,Others,Czech,RM,7,1974-01-01,22,52.12
Martin,Cizek,Banik Ostrava,Others,Czech,DM,6,1976-01-01,20,52.38
Petr,Bystron,Banik Ostrava,Others,Czech,RB,2,1972-01-01,24,52.17
Petr,Vesely,Banik Ostrava,Others,Czech,AM,15,1975-01-01,21,52.46
Roman,Nohavica,Banik Ostrava,Others,Czech,CD,12,1974-01-01,22,48.88
Petr,Maslej,Banik Ostrava,Others,Czech,DM,14,1970-01-01,26,47.58
Jakub,Kafka,Banik Ostrava,Others,Czech,GK,13,1972-01-01,24,50.5
Lubomir,Knoflicek,Banik Ostrava,Others,Czech,FOR,16,1973-01-01,23,50.92
Marek,Postulka,Banik Ostrava,Others,Czech,FOR,24,1973-01-01,23,50.62
Lubomir,Prudek,Banik Ostrava,Others,Czech,RM,21,1971-01-01,25,44.79
Petr,Ruman,Banik Ostrava,Others,Czech,FOR,25,1977-01-01,19,49.5
Radek,Sloncik,Banik Ostrava,Others,Czech,LM,22,1969-01-01,27,45.42
Michal,Ondracek,Banik Ostrava,Others,Czech,RB,19,1977-01-01,19,47.38
Norbert,Juracka,Banik Ostrava,Others,Czech,GK,17,1973-01-01,23,47.04
Vitezslav,Tuma,Banik Ostrava,Others,Czech,FOR,26,1968-01-01,28,51.0
Pavel,Kubanek,Banik Ostrava,Others,Czech,DM,23,1973-01-01,23,46.38
Rostislav,Vojacek,Banik Ostrava,Others,Czech,LB,20,1970-01-01,26,46.88
Tomas,Bernady,Banik Ostrava,Others,Czech,GK,18,1969-01-01,27,48.21
Allan,Ravn,Brondby,Others,Danish,LM,8,1974-02-04,22,54.5
Jens,Risager,Brondby,Others,Danish,CD,4,1971-04-09,25,54.38
Dan,Egen,Brondby,Others,Danish,RB,2,1970-01-13,26,54.54
Lars,Olsen,Brondby,Others,Danish,LB,3,1961-02-02,35,55.92
Per,Nielsen,Brondby,Others,Danish,CD,5,1973-10-15,22,53.29
Kenneth,Rasmussen,Brondby,Others,Danish,FOR,10,1973-09-11,22,58.38
Peter,Moller,Brondby,Others,Danish,FOR,9,1973-03-23,23,56.75
