first_name,last_name,team,dob,age,GK,RB,LB,CD,RWB,LWB,SW,DM,RM,LM,AM,RW,LW,FR,FOR,SS
John,Ryan,Bohemians,1969-01-01,27,39,44,44,42,51,51,52,49,51,51,53,57,57,61,65,62
Paul,Doolin,Bohemians,1963-03-26,33,37,58,58,57,49,49,55,60,54,54,54,48,48,47,46,47
Peter,Hanrahan,Bohemians,1970-01-01,26,40,46,46,43,51,51,54,57,57,57,59,58,58,58,57,58
Maurice,O'Driscoll,Bohemians,1966-08-02,29,35,58,58,57,47,47,52,56,51,51,50,43,43,44,44,45
Derek,McGrath,Bohemians,1972-02-21,24,38,45,45,42,52,52,54,54,56,56,58,59,59,59,55,56
Paul,Whelan,Shamrock,1972-01-01,24,34,61,61,62,46,46,51,52,45,45,43,37,37,38,37,36
Mark,Reid,Shamrock,1977-01-01,19,39,39,39,37,47,47,46,40,44,44,45,51,51,56,60,57
John,Toal,Shamrock,1976-01-01,20,36,56,56,55,50,50,54,59,55,55,55,49,49,47,43,46
Michael,O'Keefe,Shamrock,1973-01-01,23,34,57,57,57,47,47,52,57,52,52,52,45,45,44,43,44
Gino,Brasil,Shamrock,1972-01-01,24,37,62,62,62,55,55,57,55,52,52,50,48,48,49,44,43
Gareth,Kelly,Shamrock,1970-01-01,26,36,66,66,69,49,49,52,51,44,44,41,36,36,38,39,37
Karl,Gannon,Shamrock,1969-01-01,27,43,42,42,38,50,50,52,47,49,49,51,57,57,62,63,61
Aaron,Lynch,Shamrock,1972-01-01,24,35,58,58,57,50,50,55,59,53,53,53,48,48,48,44,45
Rod,De Khors,Shamrock,1970-01-01,26,41,49,49,45,53,53,56,57,58,58,59,59,59,61,61,61
Leonard,Curtis,Shamrock,1976-01-01,20,36,61,61,62,54,54,56,53,49,49,47,47,47,48,40,40
Alan,O'Neill,Shamrock,1971-01-01,25,70,39,39,35,39,39,44,50,47,47,49,45,45,44,34,37
Ray,Carolan,Shamrock,1971-01-01,25,32,61,61,62,46,46,50,49,42,42,39,36,36,39,38,36
Sean,Kavanagh,Shamrock,1968-01-01,28,33,52,52,52,44,44,49,53,50,50,50,44,44,43,43,44
Tony,Cousins,Shamrock,1972-01-01,24,37,40,40,38,47,47,47,43,46,46,48,52,52,56,61,58
Robbie,Horgan,Shamrock,1968-01-01,28,64,34,34,31,36,36,38,43,42,42,43,41,41,40,32,35
Pat,Dowling,Shamrock,1971-01-01,25,37,47,47,45,52,52,54,54,55,55,56,57,57,58,58,59
Sean,Francis,Shamrock,1976-01-01,20,36,35,35,33,46,46,44,40,46,46,48,54,54,56,63,60
Trevor,Molloy,Shamrock,1969-01-01,27,38,43,43,42,52,52,50,48,52,52,54,59,59,60,65,63
Mark,McCormack,Shamrock,1976-01-01,20,33,59,59,58,52,52,55,51,47,47,45,44,44,46,41,40
Peter,Eccles,Shamrock,1973-01-01,23,36,55,55,56,50,50,51,48,44,44,43,43,43,44,40,39
Claudiu,Mutu,Din. Bucharest,1975-07-17,21,38,60,60,62,47,47,52,50,43,43,42,39,39,42,42,40
Catalin,Haldan,Din. Bucharest,1976-02-03,20,41,68,68,67,58,58,64,67,60,60,59,54,54,55,53,53
Cosmin,Bodea,Din. Bucharest,1973-06-12,23,46,70,70,70,65,65,67,65,61,61,59,59,59,58,48,49
Leo Florin,Grozavu,Din. Bucharest,1967-08-19,28,39,69,69,69,63,63,64,62,58,58,56,55,55,53,43,44
Slavisa,Ciula,Din. Bucharest,1968-11-28,27,46,49,49,47,58,58,58,55,58,58,59,64,64,67,63,63
Mihai,Tararache,Din. Bucharest,1977-10-25,18,43,69,69,68,58,58,63,67,61,61,60,54,54,53,52,53
Florin,Prunea,Din. Bucharest,1968-08-08,27,71,40,40,36,38,38,42,43,40,40,40,40,40,42,34,35
Nikolo,Jokisik,Din. Bucharest,1971-02-07,25,49,53,53,51,61,61,63,60,62,62,63,68,68,71,73,71
Narcis,Mohora,Din. Bucharest,1971-06-05,25,37,63,63,63,53,53,58,62,57,57,57,50,50,49,48,49
Catalin,Stoian,Din. Bucharest,1974-09-09,21,45,54,54,52,63,63,62,62,66,66,68,70,70,69,67,68
Marian,Pana,Din. Bucharest,1968-12-24,27,42,65,65,67,52,52,58,57,50,50,48,44,44,47,46,45
Daniel,Tudor,Din. Bucharest,1974-06-01,22,71,40,40,36,34,34,41,45,39,39,40,37,37,39,32,34
Florentin,Petre,Din. Bucharest,1976-01-15,20,35,62,62,62,51,51,56,59,52,52,52,47,47,47,48,48
Adrian,Mihalcea,Din. Bucharest,1976-05-24,20,45,47,47,45,54,54,54,50,53,53,54,59,59,63,70,67
Florin,Macavei,Din. Bucharest,1973-11-21,22,43,65,65,62,63,63,66,70,69,69,70,66,66,65,64,65
Cornel,Mihart,Din. Bucharest,1974-09-25,21,38,65,65,66,50,50,55,56,48,48,46,41,41,43,40,39
Marvin,Ivan,Din. Bucharest,1969-06-01,27,43,43,43,41,50,50,51,48,51,51,53,57,57,61,65,63
Cezar,Dinu,Din. Bucharest,1975-08-30,20,37,58,58,57,50,50,55,57,53,53,53,48,48,48,46,46
Ion-Daniel,Danciulescu,Din. Bucharest,1976-12-06,19,44,45,45,44,53,53,52,47,50,50,52,58,58,62,67,64
Florin-Ionel,Batrinu,Din. Bucharest,1971-03-19,25,40,66,66,66,59,59,61,57,52,52,50,50,50,51,44,43
Danut,Lupu,Din. Bucharest,1967-02-27,29,42,53,53,50,59,59,61,65,66,66,67,66,66,66,65,66
Cosmin-Marius,Contrea,Din. Bucharest,1975-12-15,20,39,67,67,67,61,61,62,59,56,56,54,53,53,54,45,46
Marius-Mihai,Coporan,Din. Bucharest,1975-12-13,20,34,62,62,60,50,50,57,62,55,55,54,47,47,46,46,47
Eugen,Trica,Uni Craiova,1976-08-05,19,39,64,64,63,53,53,59,64,58,58,58,50,50,50,49,50
Bogdan,Pistritu,Uni Craiova,1975-05-25,21,45,69,69,69,60,60,65,68,62,62,62,58,58,58,59,59
Ion-Ionut,Luta,Uni Craiova,1975-08-03,20,40,65,65,65,56,56,60,65,60,60,59,53,53,52,50,52
Calin,Beldeanu,Uni Craiova,1978-07-31,17,46,48,48,45,57,57,58,51,54,54,55,62,62,68,70,67
Ion-Valentin,David,Uni Craiova,1969-08-06,26,75,42,42,38,39,39,44,44,40,40,40,40,40,42,34,35
Tiberiu,Curt,Uni Craiova,1975-04-26,21,41,64,64,61,62,62,65,67,65,65,65,63,63,63,61,62
Flavius,Lingurar,Uni Craiova,1976-06-03,20,37,67,67,67,58,58,62,59,54,54,52,49,49,50,45,44
Victor,Naicu,Uni Craiova,1973-10-29,22,41,68,68,69,60,60,63,60,56,56,54,53,53,54,48,47
Alexandru,Marca,Uni Craiova,1969-05-30,27,37,64,64,64,55,55,61,66,61,61,61,53,53,52,51,52
Nicu,Nastasie,Uni Craiova,1967-08-02,28,41,69,69,70,56,56,60,60,53,53,51,47,47,48,44,43
Ionel Tersinio,Gane,Uni Craiova,1971-10-12,24,44,49,49,45,60,60,61,61,65,65,67,69,69,69,59,62
Flavius,Stoican,Uni Craiova,1976-11-24,19,36,62,62,63,51,51,56,59,54,54,53,47,47,47,47,48
Eugen,Voda,Uni Craiova,1964-01-14,32,72,42,42,37,38,38,43,47,43,43,44,42,42,43,34,36
Ion-Viorel,Ganea,Uni Craiova,1973-08-10,22,44,53,53,50,61,61,61,59,63,63,65,67,67,70,72,71
Silvian,Cristescu,Uni Craiova,1970-10-29,25,32,47,47,47,43,43,46,51,48,48,48,44,44,41,39,41
Aurelian,Olaroiu,Uni Craiova,1969-06-10,27,45,67,67,68,50,50,57,59,50,50,49,44,44,47,48,47
Florin,Carstea,Uni Craiova,1972-09-13,23,35,34,34,32,41,41,41,38,41,41,42,46,46,50,56,54
Romulus,Buia,Uni Craiova,1970-06-15,26,45,46,46,45,55,55,54,48,53,53,54,61,61,65,70,67
Dumitru,Mitriata,Uni Craiova,1971-06-23,25,40,69,69,71,52,52,56,53,46,46,43,40,40,43,43,41
Gabriel,Popescu,Uni Craiova,1973-12-23,22,39,67,67,66,54,54,61,67,60,60,59,51,51,50,47,49
Iulian,Florescu,Uni Craiova,1971-03-11,25,40,68,68,68,60,60,64,67,62,62,62,59,59,59,56,57
Damian,Militaru,Steaua Bucharest,1967-12-19,28,42,68,68,67,58,58,64,66,60,60,59,54,54,55,52,52
Tiberiu,Csik,Steaua Bucharest,1971-12-12,24,44,74,74,74,67,67,70,69,64,64,62,60,60,60,49,50
Laurentiu Dumitru,Rosu,Steaua Bucharest,1975-10-26,20,39,63,63,63,55,55,58,62,59,59,58,53,53,51,52,52
Marius Mihai,Lacatus,Steaua Bucharest,1964-04-05,32,47,54,54,52,65,65,63,58,64,64,66,72,72,74,77,74
Aurel,Calin,Steaua Bucharest,1973-08-05,22,39,65,65,65,55,55,60,62,57,57,56,51,51,51,49,50
Christian,Ciocoiu,Steaua Bucharest,1975-11-23,20,48,52,52,50,62,62,61,56,60,60,62,68,68,70,73,70
Radu,Cozma,Steaua Bucharest,1976-08-20,19,39,70,70,71,52,52,58,57,49,49,46,41,41,43,43,41
Roland,Nagy,Steaua Bucharest,1971-06-12,25,44,71,71,72,64,64,66,63,58,58,56,55,55,56,48,48
Denis,Serban,Steaua Bucharest,1976-01-05,20,38,68,68,67,55,55,61,65,58,58,57,51,51,52,51,52
Marius,Baciu,Steaua Bucharest,1975-05-01,21,41,66,66,67,49,49,55,56,47,47,45,40,40,42,40,39
Zoltan,Rilti,Steaua Bucharest,1968-07-31,27,69,40,40,36,37,37,41,44,41,41,41,40,40,40,33,34
Bogdan Visan,Bucur,Steaua Bucharest,1970-04-21,26,39,69,69,71,53,53,58,56,48,48,46,41,41,44,43,40
Daniel,Gherasim,Steaua Bucharest,1964-11-02,31,71,33,33,30,35,35,36,37,36,36,37,38,38,38,31,32
Eugen-Gheorghe,Nae,Steaua Bucharest,1974-11-23,21,42,67,67,68,50,50,55,54,46,46,44,40,40,42,43,41
Sabin,Ilie,Steaua Bucharest,1975-05-11,21,42,44,44,42,54,54,53,49,56,56,58,62,62,63,68,66
Ioan,Nemtanu,Steaua Bucharest,1973-11-28,22,39,63,63,63,54,54,58,62,58,58,57,51,51,50,46,47
Narcis,Raducan,Steaua Bucharest,1974-09-23,21,38,71,71,72,52,52,58,59,50,50,47,41,41,42,41,40
Tudorel,Zamfirescu,Steaua Bucharest,1969-06-05,27,40,74,74,75,55,55,62,63,54,54,51,43,43,45,44,43
Ilie-Iulian,Miu,Steaua Bucharest,1976-01-27,20,44,44,44,42,55,55,55,49,53,53,55,62,62,65,69,66
Alexandr,Shirko,Spartak Moscow,1973-01-01,23,48,50,50,50,61,61,57,50,59,59,60,68,68,69,73,71
Alexandr,Filimonov,Spartak Moscow,1971-01-01,25,74,46,46,43,41,41,46,47,43,43,43,41,41,44,37,37
Ramiz,Mamedov,Spartak Moscow,1973-01-01,23,41,72,72,72,63,63,66,64,58,58,56,54,54,55,46,45
Dmitry,Khlestov,Spartak Moscow,1968-01-01,28,43,73,73,75,53,53,59,59,50,50,47,41,41,42,42,40
Yury,Nikiforov,Spartak Moscow,1971-01-01,25,48,70,70,73,58,58,60,59,55,55,53,50,50,51,50,49
Alexandr,Lipko,Spartak Moscow,1970-01-01,26,45,66,66,66,58,58,60,58,53,53,52,50,50,51,45,45
Valery,Kechinov,Spartak Moscow,1972-01-01,24,38,62,62,61,53,53,58,62,57,57,56,50,50,51,50,50
Vadim,Yevseyev,Spartak Moscow,1970-01-01,26,47,52,52,52,61,61,57,55,62,62,64,68,68,68,74,72
Iliya,Tsymbalar,Spartak Moscow,1977-01-01,19,46,55,55,52,61,61,64,66,66,66,68,68,68,69,68,69
Andrey,Pyatnitsky,Spartak Moscow,1969-01-01,27,41,62,62,60,52,52,57,60,55,55,54,49,49,49,48,48
Yegor,Titov,Spartak Moscow,1975-01-01,21,46,68,68,68,58,58,63,69,64,64,63,56,56,55,54,55
Valery,Chizhov,Spartak Moscow,1977-01-01,19,68,39,39,35,41,41,45,49,51,51,52,50,50,49,41,44
Sergey,Chudin,Spartak Moscow,1969-01-01,27,42,66,66,66,60,60,65,67,63,63,62,60,60,59,55,56
Mikkhail,Rekuts,Spartak Moscow,1974-01-01,22,41,72,72,74,55,55,59,58,50,50,47,43,43,45,41,40
Andrey,Movsessiyan,Spartak Moscow,1970-01-01,26,46,50,50,48,56,56,57,52,55,55,57,60,60,65,71,68
Dmitry,Alenichev,Spartak Moscow,1973-01-01,23,39,62,62,61,52,52,57,64,60,60,59,52,52,49,47,49
Ruslan,Nigmatulin,Spartak Moscow,1969-01-01,27,66,38,38,33,37,37,42,47,45,45,47,44,44,44,35,38
Viktor,Goncharov,Spartak Moscow,1970-01-01,26,39,51,51,49,56,56,58,60,62,62,63,63,63,61,60,61
Pavel,Svechnikov,Spartak Moscow,1972-01-01,24,37,56,56,56,47,47,52,57,52,52,51,45,45,45,44,45
Dmitry,Ananko,Spartak Moscow,1971-01-01,25,42,69,69,71,53,53,58,56,47,47,44,40,40,44,45,42
Sergey,Nagornyak,Spartak Moscow,1969-01-01,27,41,44,44,43,55,55,53,47,52,52,54,61,61,63,67,64
Yury,Kuznetsov,Dinamo Moscow,1970-01-01,26,40,66,66,67,59,59,61,67,65,65,64,59,59,55,54,56
Ravil,Sabitov,Dinamo Moscow,1972-01-01,24,41,66,66,64,65,65,67,69,67,67,67,66,66,65,62,63
Alexey,Luschnikov,Dinamo Moscow,1970-01-01,26,42,72,72,72,61,61,66,69,62,62,61,56,56,56,53,54
Vitaly,Safronov,Dinamo Moscow,1969-01-01,27,45,51,51,48,58,58,60,57,59,59,61,65,65,67,72,69
Andrey,Kobelev,Dinamo Moscow,1970-07-01,26,42,65,65,65,55,55,61,64,59,59,58,53,53,52,49,50
Dmitry,Cheryshev,Dinamo Moscow,1970-01-01,26,46,49,49,48,57,57,57,55,59,59,61,64,64,66,71,69
Rolan,Gusev,Dinamo Moscow,1977-01-01,19,38,65,65,66,58,58,61,65,62,62,61,56,56,53,53,54
Alexandar,Tochilin,Dinamo Moscow,1969-01-01,27,42,68,68,67,61,61,63,59,55,55,53,53,53,54,46,45
Yury,Kovtun,Dinamo Moscow,1976-01-01,20,44,69,69,74,56,56,57,57,53,53,51,47,47,47,49,47
Valery,Kleymyonov,Dinamo Moscow,1968-01-01,28,73,43,43,40,41,41,46,53,51,51,52,48,48,46,40,42
Sergey,Shulgin,Dinamo Moscow,1974-01-01,22,40,66,66,67,59,59,62,59,55,55,53,52,52,53,48,47
Yury,Tishkov,Dinamo Moscow,1974-01-01,22,47,51,51,50,60,60,59,54,59,59,60,66,66,68,72,69
Igor,Gusev,Dinamo Moscow,1969-01-01,27,67,42,42,37,43,43,46,54,53,53,55,52,52,48,38,42
Sergey,Kolotovkin,Dinamo Moscow,1973-01-01,23,48,71,71,72,57,57,62,61,54,54,52,49,49,52,53,51
Alexandr,Grishin,Dinamo Moscow,1972-01-01,24,44,69,69,71,62,62,64,68,66,66,65,59,59,57,59,60
Sergey,Nekrasov,Dinamo Moscow,1971-01-01,25,39,66,66,66,54,54,60,65,60,60,60,52,52,51,52,53
Erik,Yakhimovich,Dinamo Moscow,1973-01-01,23,46,72,72,74,58,58,63,64,57,57,55,51,51,51,53,51
Alexey,Kutsenko,Dinamo Moscow,1976-01-01,20,44,46,46,46,57,57,54,49,55,55,56,63,63,64,68,66
Andrey,Smetanin,Dinamo Moscow,1968-01-01,28,71,50,50,44,45,45,51,60,57,57,58,51,51,50,43,46
Igor,Menschikov,Rotor Volvograd,1974-01-01,22,41,64,64,64,57,57,61,65,60,60,59,55,55,53,50,51
Konstantin,Kulik,Rotor Volvograd,1970-01-01,26,38,64,64,63,54,54,59,63,58,58,57,51,51,50,47,49
Alexandr,Yeschenko,Rotor Volvograd,1969-01-01,27,39,66,66,64,65,65,67,68,67,67,67,65,65,65,62,63
Yevgeny,Chumachenko,Rotor Volvograd,1969-01-01,27,41,69,69,71,51,51,56,58,49,49,47,41,41,41,42,41
Sergey,Zhunenko,Rotor Volvograd,1975-01-01,21,39,68,68,67,62,62,64,61,57,57,55,55,55,56,48,48
Valery,Burlachenko,Rotor Volvograd,1968-01-01,28,43,67,67,68,60,60,63,59,54,54,52,52,52,54,47,46
Vladimir,Geraschenko,Rotor Volvograd,1975-01-01,21,42,69,69,71,53,53,59,59,51,51,49,43,43,45,43,41
Andrey,Samorukov,Rotor Volvograd,1972-01-01,24,75,42,42,36,40,40,47,55,52,52,54,49,49,48,40,43
Valery,Yesipov,Rotor Volvograd,1977-01-01,19,45,47,47,44,59,59,59,55,59,59,62,68,68,72,76,73
Oleg,Nechayev,Rotor Volvograd,1976-01-01,20,42,50,50,47,58,58,59,55,57,57,59,64,64,68,70,67
Igor,Korniyets,Rotor Volvograd,1972-01-01,24,44,54,54,51,58,58,60,64,65,65,66,65,65,63,63,64
Sergey,Ilyushin,Rotor Volvograd,1972-01-01,24,42,43,43,40,51,51,51,47,50,50,51,56,56,60,63,60
Oleg,Veretennikov,Rotor Volvograd,1975-01-01,21,38,58,58,58,52,52,55,57,54,54,53,49,49,48,49,48
Alexandr,Berketov,Rotor Volvograd,1969-01-01,27,36,68,68,69,51,51,56,57,49,49,47,40,40,40,40,39
Alexandr,Tsarenko,Rotor Volvograd,1970-01-01,26,41,60,60,59,53,53,56,59,55,55,54,50,50,49,44,46
Sergey,Gritsenko,Rotor Volvograd,1974-01-01,22,66,37,37,32,35,35,41,46,44,44,45,41,41,41,32,35
Andrey,Krivov,Rotor Volvograd,1974-01-01,22,40,58,58,58,52,52,56,56,52,52,51,49,49,49,47,46
Igor,Avdeyev,Rotor Volvograd,1977-01-01,19,35,62,62,63,48,48,53,52,44,44,42,38,38,40,37,36
Alexandr,Bondar,Rotor Volvograd,1974-01-01,22,37,65,65,67,49,49,53,52,45,45,42,38,38,39,38,37
Alan,Agayev,Alania V'kavkaz,1969-01-01,27,43,73,73,73,67,67,69,68,64,64,63,60,60,59,50,51
Artur,Khuriyev,Alania V'kavkaz,1968-01-01,28,67,39,39,35,39,39,44,49,48,48,49,46,46,45,34,38
Artur,Pagayev,Alania V'kavkaz,1970-01-01,26,50,72,72,72,67,67,68,64,61,61,59,60,60,61,54,53
Inal,Dzhioyev,Alania V'kavkaz,1973-01-01,23,45,72,72,73,56,56,60,60,53,53,51,46,46,46,45,43
Anatoly,Kanischev,Alania V'kavkaz,1969-01-01,27,43,41,41,38,49,49,51,47,50,50,52,56,56,59,63,60
Bakhva,Tedeyev,Alania V'kavkaz,1976-01-01,20,45,72,72,71,62,62,69,72,66,66,66,60,60,60,59,59
Igor,Yanovsky,Alania V'kavkaz,1970-01-01,26,51,71,71,70,61,61,66,69,63,63,62,57,57,57,57,57
Mirdzhaloi,Kasymov,Alania V'kavkaz,1972-01-01,24,45,73,73,72,65,65,71,75,71,71,71,65,65,64,63,64
Zaza,Revishvili,Alania V'kavkaz,1976-01-01,20,45,73,73,74,58,58,65,65,57,57,55,49,49,51,50,49
Nazim,Suleymanov,Alania V'kavkaz,1976-01-01,20,46,49,49,47,58,58,59,56,59,59,61,65,65,69,72,70
Oleg,Korniyenko,Alania V'kavkaz,1971-01-01,25,42,70,70,72,56,56,60,57,52,52,49,44,44,45,45,42
Iosif,Grishikashvili,Alania V'kavkaz,1971-01-01,25,69,39,39,36,39,39,44,50,48,48,50,46,46,44,35,38
Sergey,Timofeyev,Alania V'kavkaz,1970-01-01,26,44,67,67,70,56,56,58,55,50,50,47,44,44,46,45,42
Tamerian,Sikoyev,Alania V'kavkaz,1974-01-01,22,41,45,45,43,52,52,53,49,53,53,54,58,58,61,67,64
Sergey,Derkach,Alania V'kavkaz,1971-01-01,25,40,65,65,64,55,55,61,66,60,60,59,52,52,51,49,51
Robert,Bitarov,Alania V'kavkaz,1976-01-01,20,48,69,69,70,61,61,66,67,62,62,61,56,56,56,55,54
Goergy,Botsiyev,Alania V'kavkaz,1970-01-01,26,44,44,44,41,53,53,53,50,55,55,57,61,61,64,70,67
Zaur,Khapov,Alania V'kavkaz,1971-01-01,25,75,48,48,44,46,46,50,56,53,53,55,51,51,50,43,46
Asian,Datdeyev,Alania V'kavkaz,1977-01-01,19,41,67,67,69,53,53,57,54,48,48,45,41,41,42,39,37
Valery,Min'ko,CSKA Moscow,1975-01-01,21,42,64,64,65,49,49,53,54,47,47,45,40,40,42,42,41
Dmitry,Tyapushkin,CSKA Moscow,1969-01-01,27,73,43,43,38,42,42,47,52,50,50,51,48,48,49,38,41
Sergey,Mamchur,CSKA Moscow,1976-01-01,20,38,61,61,61,54,54,56,55,50,50,49,47,47,47,41,41
Yury,Matveyev,CSKA Moscow,1968-01-01,28,43,48,48,46,56,56,57,52,56,56,57,62,62,65,70,67
Yevgeny,Bushmanov,CSKA Moscow,1971-01-01,25,41,68,68,69,53,53,56,55,47,47,45,42,42,44,44,42
Alexey,Gerasimov,CSKA Moscow,1969-01-01,27,46,50,50,47,58,58,59,54,56,56,57,63,63,68,73,69
Denis,Mashkarin,CSKA Moscow,1972-01-01,24,40,61,61,60,53,53,57,60,54,54,54,50,50,50,50,50
Andrey,Ivanov,CSKA Moscow,1969-01-01,27,40,63,63,64,50,50,55,51,44,44,41,39,39,41,38,35
Dmitry,Khoklov,CSKA Moscow,1974-01-01,22,45,65,65,64,56,56,61,65,60,60,60,55,55,53,50,51
Sergey,Semak,CSKA Moscow,1970-01-01,26,40,63,63,63,52,52,58,59,52,52,51,47,47,49,50,49
Dmitry,Karsakov,CSKA Moscow,1973-01-01,23,41,66,66,65,58,58,64,68,63,63,62,57,57,56,53,54
Georgy,Bidzhamo,CSKA Moscow,1976-01-01,20,46,48,48,46,55,55,56,51,53,53,54,59,59,63,65,62
Dmitry,Levteyev,CSKA Moscow,1975-01-01,21,46,49,49,45,56,56,58,62,64,64,66,65,65,64,57,60
Dmitry,Goncharov,CSKA Moscow,1972-01-01,24,61,40,40,35,40,40,45,50,49,49,50,46,46,45,36,39
Andrey,Tsaplin,CSKA Moscow,1973-01-01,23,41,69,69,70,51,51,56,56,47,47,45,39,39,41,42,40
Alexandr,Antipov,CSKA Moscow,1968-01-01,28,42,63,63,62,54,54,59,63,57,57,57,51,51,50,46,47
Vladimir,Lebed',CSKA Moscow,1970-01-01,26,44,49,49,47,58,58,58,53,56,56,58,64,64,69,71,68
Yevgeny,Plotnikov,CSKA Moscow,1969-01-01,27,70,41,41,37,39,39,45,51,48,48,49,45,45,46,39,41
Loris,Baldacci,Tre Fiori,1968-01-01,28,35,53,53,53,49,49,50,47,44,44,43,43,43,44,39,38
Gabriele,Capicchioni,Tre Fiori,1970-01-01,26,33,50,50,50,41,41,46,48,43,43,43,39,39,40,39,39
Denis,Fabbri,Tre Fiori,1972-01-01,24,36,36,36,34,42,42,44,43,45,45,46,48,48,50,54,52
Michele,Franioni,Tre Fiori,1974-01-01,22,33,59,59,60,45,45,49,49,43,43,41,35,35,36,38,36
Diego,Baldacci,Tre Fiori,1970-01-01,26,36,47,47,45,52,52,53,55,57,57,58,57,57,57,57,58
Gianluca,Borgagni,Tre Fiori,1973-01-01,23,35,62,62,64,47,47,52,49,41,41,38,35,35,37,36,34
Michele,Leoni,Tre Fiori,1968-01-01,28,35,61,61,61,53,53,55,53,48,48,46,45,45,45,39,39
Massimo,Marriotti,Tre Fiori,1971-01-01,25,31,50,50,50,43,43,46,49,44,44,44,40,40,40,36,37
Ivan,Matteoni,Tre Fiori,1977-01-01,19,38,46,46,42,49,49,51,54,55,55,56,55,55,54,53,54
Denis,Venerucci,Tre Fiori,1970-01-01,26,62,36,36,33,36,36,40,43,43,43,44,41,41,41,33,35
Luigi,Nicolini,Tre Fiori,1970-01-01,26,36,32,32,30,40,40,40,37,40,40,41,46,46,51,54,51
Andrea,Ugolini,Tre Fiori,1972-01-01,24,40,41,41,39,47,47,47,41,44,44,45,51,51,56,61,58
Fabio,Guidi,Tre Fiori,1970-01-01,26,33,54,54,54,43,43,49,55,50,50,49,42,42,42,41,42
Jader,Matteoni,Tre Fiori,1969-01-01,27,33,44,44,43,40,40,43,44,41,41,41,39,39,40,35,36
Matteo,Quadroni,Tre Fiori,1975-01-01,21,58,30,30,28,28,28,33,40,38,38,40,35,35,33,28,31
Matteo,Zavoli,Tre Fiori,1970-01-01,26,32,51,51,52,39,39,42,41,35,35,33,31,31,32,31,30
Stefano,De Luigi,Tre Fiori,1969-01-01,27,37,40,40,38,47,47,48,44,47,47,49,53,53,54,60,57
Danilo,Muscioni,Tre Fiori,1973-09-25,22,36,57,57,57,48,48,53,57,53,53,52,46,46,45,47,47
Miroslav,Chvila,Slovan Bratislava,1976-01-01,20,36,61,61,62,46,46,50,51,44,44,42,37,37,38,38,37
Jozef,Juriga,Slovan Bratislava,1974-01-01,22,35,57,57,57,49,49,53,54,50,50,49,46,46,47,45,45
Ludovit,Lancz,Slovan Bratislava,1975-01-01,21,32,54,54,54,46,46,51,54,50,50,50,44,44,44,44,44
Marek,Boskovic,Slovan Bratislava,1975-01-01,21,38,64,64,65,46,46,51,51,44,44,42,35,35,37,41,38
Ladislav,Molnar,Slovan Bratislava,1970-01-01,26,70,40,40,35,37,37,43,49,46,46,47,43,43,44,35,38
Dusan,Tittel,Slovan Bratislava,1970-01-01,26,40,64,64,64,56,56,59,56,51,51,49,48,48,50,41,41
Tomas,Stupala,Slovan Bratislava,1974-01-01,22,37,59,59,59,52,52,53,52,49,49,47,45,45,45,40,40
Stefan,Rusnak,Slovan Bratislava,1976-01-01,20,40,44,44,42,48,48,49,45,45,45,46,50,50,53,57,54
Ladislav,Pecko,Slovan Bratislava,1975-01-01,21,34,46,46,46,40,40,43,46,43,43,43,40,40,40,40,40
Fabio,Nigro,Slovan Bratislava,1971-01-01,25,34,57,57,56,46,46,52,57,52,52,52,45,45,44,42,44
Szilard,Nemeth,Slovan Bratislava,1968-01-01,28,41,45,45,43,55,55,54,50,54,54,55,61,61,64,67,65
Stefan,Maixner,Slovan Bratislava,1975-01-01,21,43,43,43,41,50,50,52,49,52,52,54,58,58,62,67,65
Robert,Tomaschek,Slovan Bratislava,1968-01-01,28,34,49,49,48,45,45,50,54,51,51,51,46,46,45,43,45
Martin,Betko,Slovan Bratislava,1972-01-01,24,63,38,38,34,34,34,39,46,44,44,45,39,39,38,34,36
Frantisek,Klinovsky,Slovan Bratislava,1969-01-01,27,36,58,58,58,49,49,53,55,49,49,48,45,45,46,44,44
Milos,Sobona,Slovan Bratislava,1971-04-10,25,44,63,63,64,51,51,56,54,48,48,47,43,43,46,47,44
Jozef,Muzjay,Slovan Bratislava,1971-01-01,25,37,44,44,42,49,49,50,48,50,50,52,54,54,57,63,60
Dejan,Djuranovic,O. Ljubljana,1972-01-01,24,35,55,55,55,45,45,50,53,48,48,47,42,42,42,44,44
Damir,Vrabac,O. Ljubljana,1973-01-01,23,35,60,60,60,53,53,55,51,47,47,45,45,45,47,42,41
Marko,Simeunovic,O. Ljubljana,1972-01-01,24,71,39,39,33,39,39,44,50,48,48,50,47,47,48,37,40
Ermin,Siliak,O. Ljubljana,1975-01-01,21,38,41,41,39,50,50,49,45,49,49,50,56,56,58,61,59
Samir,Zulic,O. Ljubljana,1977-01-01,19,37,41,41,36,52,52,52,57,60,60,62,63,63,60,50,54
Miran,Pavlin,O. Ljubljana,1972-01-01,24,37,55,55,54,47,47,51,52,48,48,47,44,44,44,46,45
Edmond,Dosti,O. Ljubljana,1976-01-01,20,41,47,47,45,54,54,55,54,57,57,58,61,61,64,71,69
Kiton,Bozgo,O. Ljubljana,1973-01-01,23,44,46,46,41,56,56,58,59,61,61,63,64,64,63,53,56
Edin,Hadjialagic,O. Ljubljana,1968-01-01,28,39,62,62,62,54,54,56,54,50,50,48,46,46,47,41,41
